Link_Candidato,Experiencia,Pontuacao_Final,acompanhar,adaptabilidade,angular,análise,aplicações,aprendizado,arquitetura,automatizados,autonomia,banco,capacidade,ciclo,colaborativa,complexos,comprometimento,comunicação,conflitos,conhecimento,constante,controle,cordialidade,criativas,css,código,dados,desenvolver,desenvolvimento,design,dinamismo,domínio,equipe,equipes,experiência,ferramentas,flexibilidade,foco,forma,frameworks,habilidade,html,inovadoras,javascript,js,liderar,linguagens,mentalidade,metodologias,negociação,node,nosql,noções,php,prazos,proatividade,problemas,programação,projetos,propor,qualidade,react,relacionais,resolução,resolver,respeito,responsabilidade,responsivas,resultados,sistemas,soluções,testes,trabalhar,usuário,versionamento,vida,web,ágeis,Porcentagem
https://scrap-example.onrender.com/scraping.html10,desenvolvedora angular sênior,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32
https://scrap-example.onrender.com/scraping.html11,"engenheiro de redes pleno mudanças, projetos, resultados, estratégica",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.63
https://scrap-example.onrender.com/scraping.html12,"cientista de dados pleno vue, desenvolvimento, estratégica, html5, uiux, gerenciamento",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63
https://scrap-example.onrender.com/scraping.html13,"analista de suporte a aplicações pleno resolução, estratégica, uiux, aprender, gerenciamento, novas",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63
https://scrap-example.onrender.com/scraping.html14,"desenvolvedora ruby pleno css3, html5, comprometimento, uiux, desenvolvimento, estratégica",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63
https://scrap-example.onrender.com/scraping.html15,"especialista em cloud computing pleno gerenciamento, proatividade, resultados, novas, estratégica, resolução",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.95
https://scrap-example.onrender.com/scraping.html16,"analista de sistemas erp pleno estratégica, resultados, adaptabilidade, uiux, desenvolvimento, novas",4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5.26
https://scrap-example.onrender.com/scraping.html17,"desenvolvedor front-end júnior projetos, mudanças, uiux, desenvolvimento, estratégica, aprender",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63
https://scrap-example.onrender.com/scraping.html18,"especialista em blockchain pleno vue, web, comprometimento, desenvolvimento, estratégica, novas",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.95
https://scrap-example.onrender.com/scraping.html19,"analista de redes sociais júnior gerenciamento, estratégica, resolução, resultados, aprender, novas",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.63
https://scrap-example.onrender.com/scraping.html20,"desenvolvedora python pleno javascript, uiux, novas, css3, desenvolvimento, estratégica",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63
https://scrap-example.onrender.com/scraping.html21,gerente de ti sênior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
https://scrap-example.onrender.com/scraping.html22,"analista de dados pleno comprometimento, estratégica, aprender, proatividade, resolução, uiux",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26
https://scrap-example.onrender.com/scraping.html23,"desenvolvedor java pleno resolução, novas, aprender, desenvolvimento, uiux, estratégica",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63
https://scrap-example.onrender.com/scraping.html24,"engenheira de testes pleno mudanças, problemas, uiux, estratégica, gerenciamento, comprometimento",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.95
https://scrap-example.onrender.com/scraping.html25,"arquiteto de software pleno css3, vue, desenvolvimento, html5, estratégica, proatividade",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63
https://scrap-example.onrender.com/scraping.html26,"desenvolvedora ruby on rails júnior comprometimento, projetos, gerenciamento, resultados, estratégica, aprender",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.95
https://scrap-example.onrender.com/scraping.html27,"especialista em redes sem fio júnior estratégica, aprender, html5, javascript, uiux, desenvolvimento",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63
https://scrap-example.onrender.com/scraping.html28,"analista de infraestrutura júnior vue, uiux, desenvolvimento, estratégica, resultados, novas",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.63
https://scrap-example.onrender.com/scraping.html29,"analista de qualidade de software júnior mudanças, proatividade, problemas, gerenciamento, resolução, adaptabilidade",5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.58
https://scrap-example.onrender.com/scraping.html30,"desenvolvedora php pleno projetos, html5, estratégica, resultados, desenvolvimento, comprometimento",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.58
https://scrap-example.onrender.com/scraping.html31,"analista de suporte a redes júnior novas, comprometimento, desenvolvimento, uiux, gerenciamento, aprender",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63
https://scrap-example.onrender.com/scraping.html32,"especialista em segurança de ti pleno css3, web, desenvolvimento, estratégica, proatividade, resultados",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5.26
https://scrap-example.onrender.com/scraping.html33,"desenvolvedor web pleno gerenciamento, aprender, resolução, javascript, projetos, estratégica",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.26
https://scrap-example.onrender.com/scraping.html34,"cientista de dados sênior proatividade, trabalho, uiux, dados, estratégica, novas",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.95
https://scrap-example.onrender.com/scraping.html35,"analista de integração de sistemas pleno visão, resultados, estratégica, comprometimento, desenvolvimento, projetos",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6.58
https://scrap-example.onrender.com/scraping.html36,"desenvolvedor de jogos pleno comprometimento, projetos, html5, resolução, desenvolvimento, estratégica",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26
https://scrap-example.onrender.com/scraping.html37,"engenheira de dados nível mudanças, uiux, problemas, estratégica, desenvolvimento, entregas",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.95
https://scrap-example.onrender.com/scraping.html38,"analista de suporte a sistemas pleno adaptabilidade, proatividade, equipe, gerenciamento, novas, aprender",4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.26
https://scrap-example.onrender.com/scraping.html39,"especialista em machine learning sênior teste, resolução, html5, uiux, desenvolvimento, estratégica",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63
https://scrap-example.onrender.com/scraping.html40,"desenvolvedor android pleno css3, javascript, novas, estratégica, desenvolvimento, gerenciamento",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63
https://scrap-example.onrender.com/scraping.html41,"analista de segurança cibernética pleno aprender, resultados, proatividade, estratégica, gerenciamento, uiux",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.63
https://scrap-example.onrender.com/scraping.html42,"gerente de projetos de ti nível sênior problemas, vue, banco, comprometimento, trabalho, estratégica",4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26
https://scrap-example.onrender.com/scraping.html43,"arquiteta de soluções cloud web, equipe, entregas, resolução, projetos, mudanças",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6.58
https://scrap-example.onrender.com/scraping.html44,"analista de redes de computadores pleno novas, html5, desenvolvimento, comprometimento, estratégica, proatividade",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.95
https://scrap-example.onrender.com/scraping.html45,"engenheira de software front-end pleno javascript, projetos, estratégica, resolução, teste, uiux",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.95
https://scrap-example.onrender.com/scraping.html46,"desenvolvedor ios pleno gerenciamento, dados, comprometimento, aprender, mudanças, desenvolvimento",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.95
https://scrap-example.onrender.com/scraping.html47,"desenvolvedr full steck senior problemas, uiux, trabalho, estratégica, adaptabilidade, desenvolvimento",3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.95
https://scrap-example.onrender.com/scraping.html48,"designer uiux junior reactjs, proatividade, entregas, comunicação, visão, desenvolvimento",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.95
https://scrap-example.onrender.com/scraping.html49,"engenheiro de dados gerenciamento, resultados, objetiva, estratégica, novas, teste",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.63
https://scrap-example.onrender.com/scraping.html50,"dono do produto senior javascript, css3, desenvolvimento, resolução, projetos, mudanças",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26
https://scrap-example.onrender.com/scraping.html51,"engenheiro de devops web, estratégica, vue, html5, comprometimento, aprender",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.63
https://scrap-example.onrender.com/scraping.html52,"designer ui e desenvolvedor front-end prazos, equipe, bootstrap, dados, proatividade, trabalho",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26
https://scrap-example.onrender.com/scraping.html53,"arquiteto de soluções em cloud teste, uiux, desenvolvimento, comprometimento, gerenciamento, mudanças",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.95
https://scrap-example.onrender.com/scraping.html54,"teste de software reactjs, css3, banco, visão, problemas, estratégica",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63
https://scrap-example.onrender.com/scraping.html55,"desenvolvedor web full stack aprender, resolução, objetiva, projetos, software, tecnologias",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.95
https://scrap-example.onrender.com/scraping.html56,"analista de dados senior gerenciamento, comunicação, html5, javascript, vue, novas",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.95
https://scrap-example.onrender.com/scraping.html57,"desenvolvedo python junior adaptabilidade, foco, entregas, trabalho, uiux, mudanças",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63
https://scrap-example.onrender.com/scraping.html58,"desenvolvedor front-end desenvolvimento, proatividade, comprometimento, equipe, estratégica, resultados",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.58
https://scrap-example.onrender.com/scraping.html59,engenheiro de máquina de aprendizado adaptabilidade bootstrap clara comprometimento comunicação css3 dados  equipe estratégica foco,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.21
https://scrap-example.onrender.com/scraping.html60,admnistrador de base de dadosad arquitetura banco bootstrap clara comprometimentodisposição entregas equipe estratégica foco gerenciamento objetiva prazos proatividade problemas programação projetos reactjs resolução resultados software tecnologias teste trabalho ui ux visão vue web,12,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,15.79
